filepath,species,genus,family,split,ivc_score,ivc_category
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\225137808_399122514.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\235820543_419446080.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,gallery,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\239228978_426028841.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\239725077_426997637.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\241683106_430764120.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\245595506_438283414.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\248786074_444603039.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\258650955_464118501.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\264875627_475678718.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\266742658_479274997.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,gallery,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\267605795_480927923.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\268047934_481767573.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,gallery,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\272419772_490111455.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\282532443_507608737.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\283995750_510342320.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\283998724_510346631.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,gallery,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\283998728_510347842.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\284000867_510352069.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\294457606_530010005.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\295890864_532720380.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\303787245_547578496.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\304126063_548225792.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\304555570_549045170.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,gallery,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\310511643_560421505.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\328087631_594442378.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\328087633_594442431.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,gallery,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\333744545_605925717.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\335003488_608487472.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,gallery,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\34780647_54780396.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\37213631_58957273.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\48398426_76788459.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\74547050_121848389.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\95313775_158216176.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\95674239_158855007.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Atelidae\Alouatta\Alouatta_guariba_clamitans\98481120_163972938.jpg,Alouatta guariba clamitans,Alouatta,Atelidae,query,7,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\101285505_169135691.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\103067882_172422136.jpg,Notharchus swainsoni,Notharchus,Bucconidae,gallery,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\103721375_173659875.jpg,Notharchus swainsoni,Notharchus,Bucconidae,gallery,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\105251649_176555437.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\106819248_179529313.jpg,Notharchus swainsoni,Notharchus,Bucconidae,gallery,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\107350134_180530934.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\107996366_181741588.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\12068814_17307037.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\142037230_243451531.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\142042489_243460796.jpg,Notharchus swainsoni,Notharchus,Bucconidae,gallery,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\142398660_244116024.jpg,Notharchus swainsoni,Notharchus,Bucconidae,gallery,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\145510049_249954866.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\145517551_249966179.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\146269906_251436406.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\148094262_254958827.jpg,Notharchus swainsoni,Notharchus,Bucconidae,gallery,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\149005117_256690752.jpg,Notharchus swainsoni,Notharchus,Bucconidae,gallery,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\170570125_295857401.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\172159071_298825636.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\172159177_298825828.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\172159330_298825986.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\172159415_298826303.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\172159504_298826476.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\18402394_28128006.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\188219891_329356588.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\188340017_329575994.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\189168229_331301813.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\192284796_337517844.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\19235171_29550795.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\192878218_338698759.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\193160942_339274750.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\193342934_339629067.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\195325030_343591678.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\196727518_346303954.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\19750178_30430854.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\201641087_355977180.jpg,Notharchus swainsoni,Notharchus,Bucconidae,gallery,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\202658619_357937963.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\204703337_361859039.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\204833891_362044633.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\216639203_383153500.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\227182718_402989967.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\2329446_2583403.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\233086604_414193971.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\233395223_414781917.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\237157224_422020894.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\247845628_442736788.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\252086583_451191136.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\255693478_458266867.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\266780440_479344965.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\266780570_479345668.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\27211202_42314928.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\279268791_501473217.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\279268793_501473219.jpg,Notharchus swainsoni,Notharchus,Bucconidae,gallery,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\287578883_517095508.jpg,Notharchus swainsoni,Notharchus,Bucconidae,gallery,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\291436327_524363753.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\293544722_528345275.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\301364786_543041103.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\311018927_561401161.jpg,Notharchus swainsoni,Notharchus,Bucconidae,gallery,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\322588206_583599409.jpg,Notharchus swainsoni,Notharchus,Bucconidae,gallery,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\324611305_587568495.jpg,Notharchus swainsoni,Notharchus,Bucconidae,gallery,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\36294727_57355873.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\58444408_93307988.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\67625167_109304569.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\68241427_110445204.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\71012311_115545633.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\71373303_116195999.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\73642766_120279473.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\84887547_139568015.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\91459999_151286653.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\916131_1169120.jpg,Notharchus swainsoni,Notharchus,Bucconidae,gallery,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Bucconidae\Notharchus\Notharchus_swainsoni\94386949_156561047.jpg,Notharchus swainsoni,Notharchus,Bucconidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Canidae\Canis\Canis_familiaris\102716664_171765509.jpg,Canis familiaris,Canis,Canidae,gallery,0,Doméstica
data\fauna_seleccionada_bosque_atlantico\images\Canidae\Canis\Canis_familiaris\134819893_229866437.jpg,Canis familiaris,Canis,Canidae,query,0,Doméstica
data\fauna_seleccionada_bosque_atlantico\images\Canidae\Canis\Canis_familiaris\139655019_238902589.jpg,Canis familiaris,Canis,Canidae,gallery,0,Doméstica
data\fauna_seleccionada_bosque_atlantico\images\Canidae\Canis\Canis_familiaris\139993752_239556205.jpg,Canis familiaris,Canis,Canidae,query,0,Doméstica
data\fauna_seleccionada_bosque_atlantico\images\Canidae\Canis\Canis_familiaris\150268491_259073081.jpg,Canis familiaris,Canis,Canidae,query,0,Doméstica
data\fauna_seleccionada_bosque_atlantico\images\Canidae\Canis\Canis_familiaris\154993075_267863356.jpg,Canis familiaris,Canis,Canidae,query,0,Doméstica
data\fauna_seleccionada_bosque_atlantico\images\Canidae\Canis\Canis_familiaris\173080459_300537436.jpg,Canis familiaris,Canis,Canidae,query,0,Doméstica
data\fauna_seleccionada_bosque_atlantico\images\Canidae\Canis\Canis_familiaris\195440717_343830645.jpg,Canis familiaris,Canis,Canidae,query,0,Doméstica
data\fauna_seleccionada_bosque_atlantico\images\Canidae\Canis\Canis_familiaris\196834398_346520422.jpg,Canis familiaris,Canis,Canidae,query,0,Doméstica
